Time Bucket (America/New_York),Emporia Garage-EV (kWhs)
12/07/2023 00:00:00,52.5866
12/08/2023 00:00:00,0.0000
12/09/2023 00:00:00,21.5325
12/10/2023 00:00:00,0.0000
12/11/2023 00:00:00,0.0000
12/12/2023 00:00:00,43.9135
12/13/2023 00:00:00,18.2112
12/14/2023 00:00:00,0.0000
12/15/2023 00:00:00,0.0000
12/16/2023 00:00:00,19.6559
12/17/2023 00:00:00,4.3708
12/18/2023 00:00:00,40.2241
12/19/2023 00:00:00,0.0000
12/20/2023 00:00:00,37.9138
12/21/2023 00:00:00,26.6547
12/22/2023 00:00:00,0.0373
12/23/2023 00:00:00,23.7114
12/24/2023 00:00:00,0.0000
12/25/2023 00:00:00,0.0000
12/26/2023 00:00:00,0.0000
12/27/2023 00:00:00,26.0534
12/28/2023 00:00:00,0.0000
12/29/2023 00:00:00,0.0000
12/30/2023 00:00:00,40.6526
12/31/2023 00:00:00,0.0000
01/01/2024 00:00:00,0.0000
